ORF1, ORF1, L1RE1	ORF2	TUBB	HSP90AA1	HSP90AB1	PARP1	HSPA1A, HSPA1B	HSPA8	PABPC1	UBB, UBC, RPS27A, UBA52	TUBB4B	PABPC4	LARP7	MEPCE	UPF1	MOV10	ZCCHC3	Genes
0	0.00186121309570442	0.00880017723374649	0.0101326064637249	0.0210608041045606	0.0540654390191466	0.0293623245555072	0.0271429325323579	0.000801614299261399	0.0225382616915788	0.00850002512762393	0.000656021891670355	0.0206635353215417	0.0323043770574319	0.00529561664555667	0.00630723410610556	0.000132067961716276	ORF1, ORF1, L1RE1
0.00186121309570442	0	0.017922600764619	0.0180114402607936	0.034365065813015	0.0731041032917689	0.0440980162211526	0.0414100158756077	0.00413151230792164	0.0347330551113278	0.017223878152631	0.00352512313612519	0.0332470311260128	0.04814564113883	0.0124555170971111	0.0146433204288626	0.00256336991987005	ORF2
0.00880017723374649	0.017922600764619	0	0.00394862130673268	0.00294078444490453	0.0221297883626932	0.00766381044280362	0.00665733279798586	0.00491016995436078	0.00609635059468538	0.000670764067059126	0.00580084222592558	0.00398296981623236	0.00954012362728895	0.00060904072365664	0.000769487546431469	0.00724143648377629	TUBB
0.0101326064637249	0.0180114402607936	0.00394862130673268	0	0.00607826448529969	0.0199777842997867	0.00717472561016774	0.00617520146242534	0.00640386407020521	0.00305322180528933	0.00137365368927034	0.00640187896014843	0.00348101601718209	0.00897007516652315	0.00284269759248013	0.00243880973050692	0.00804343143582487	HSP90AA1
0.0210608041045606	0.034365065813015	0.00294078444490453	0.00607826448529969	0	0.0093666224678024	0.00153210203233867	0.00122157483055196	0.0148244003765506	0.00248169851178182	0.00318510068676758	0.01605699803335	0.000842963720737555	0.00234175875285225	0.00557086920248318	0.00456350385893445	0.018455308156848	HSP90AB1
0.0540654390191466	0.0731041032917689	0.0221297883626932	0.0199777842997867	0.0093666224678024	0	0.00386902228394514	0.00472130336493737	0.0438798285939681	0.00749307601092175	0.0200942022083819	0.045208527362847	0.00803679898697784	0.00323381330744765	0.0270703994033208	0.024318067070292	0.049445570328662	PARP1
0.0293623245555072	0.0440980162211526	0.00766381044280362	0.00717472561016774	0.00153210203233867	0.00386902228394514	0	0.0000455984872472781	0.0219332347958604	0.00109924568887743	0.00638552930180236	0.0229686206284816	0.000781057562295184	0.000375966707700681	0.0105551069792721	0.00890089150847495	0.0259973882468287	HSPA1A, HSPA1B
0.0271429325323579	0.0414100158756077	0.00665733279798586	0.00617520146242534	0.00122157483055196	0.00472130336493737	0.0000455984872472781	0	0.0200607308818257	0.000829285932624102	0.00538627686914395	0.0210437567331744	0.00045696087150382	0.000485618912477115	0.00929678177047633	0.00769561988349798	0.0239156884340189	HSPA8
0.000801614299261399	0.00413151230792164	0.00491016995436078	0.00640386407020521	0.0148244003765506	0.0438798285939681	0.0219332347958604	0.0200607308818257	0	0.0161343634707782	0.00468928095988241	0.0000670394280586351	0.0145266642051884	0.0250363368671987	0.0022517781199175	0.00355193933903242	0.000347864035645906	PABPC1
0.0225382616915788	0.0347330551113278	0.00609635059468538	0.00305322180528933	0.00248169851178182	0.00749307601092175	0.00109924568887743	0.000829285932624102	0.0161343634707782	0	0.00382514652615029	0.0166778547568635	0.000458269979139447	0.0021030445879392	0.00735925376303159	0.00623466271527084	0.0194288886748065	UBB, UBC, RPS27A, UBA52
0.00850002512762393	0.017223878152631	0.000670764067059126	0.00137365368927034	0.00318510068676758	0.0200942022083819	0.00638552930180236	0.00538627686914395	0.00468928095988241	0.00382514652615029	0	0.00521933872323077	0.00273746346140946	0.00815988142727531	0.000618911391270793	0.000462466838490272	0.00672157490020175	TUBB4B
0.000656021891670355	0.00352512313612519	0.00580084222592558	0.00640187896014843	0.01605699803335	0.045208527362847	0.0229686206284816	0.0210437567331744	0.0000670394280586351	0.0166778547568635	0.00521933872323077	0	0.0153362845010528	0.0261269301666714	0.00278592521213883	0.00408823607596998	0.000222274868363126	PABPC4
0.0206635353215417	0.0332470311260128	0.00398296981623236	0.00348101601718209	0.000842963720737555	0.00803679898697784	0.000781057562295184	0.00045696087150382	0.0145266642051884	0.000458269979139447	0.00273746346140946	0.0153362845010528	0	0.00162672844492118	0.00575097394216428	0.00456729749450058	0.0178293096172529	LARP7
0.0323043770574319	0.04814564113883	0.00954012362728895	0.00897007516652315	0.00234175875285225	0.00323381330744765	0.000375966707700681	0.000485618912477115	0.0250363368671987	0.0021030445879392	0.00815988142727531	0.0261269301666714	0.00162672844492118	0	0.0128974310992214	0.0103385250722199	0.028928606485136	MEPCE
0.00529561664555667	0.0124555170971111	0.00060904072365664	0.00284269759248013	0.00557086920248318	0.0270703994033208	0.0105551069792721	0.00929678177047633	0.0022517781199175	0.00735925376303159	0.000618911391270793	0.00278592521213883	0.00575097394216428	0.0128974310992214	0	0.000563621728848052	0.00397338287907056	UPF1
0.00630723410610556	0.0146433204288626	0.000769487546431469	0.00243880973050692	0.00456350385893445	0.024318067070292	0.00890089150847495	0.00769561988349798	0.00355193933903242	0.00623466271527084	0.000462466838490272	0.00408823607596998	0.00456729749450058	0.0103385250722199	0.000563621728848052	0	0.00497221068090137	MOV10
0.000132067961716276	0.00256336991987005	0.00724143648377629	0.00804343143582487	0.018455308156848	0.049445570328662	0.0259973882468287	0.0239156884340189	0.000347864035645906	0.0194288886748065	0.00672157490020175	0.000222274868363126	0.0178293096172529	0.028928606485136	0.00397338287907056	0.00497221068090137	0	ZCCHC3
